,name,designation,latitude,longitude,values,date
73,Praia da Costa Nova,PT,40.61741764343146,-8.753407842472546,0.0,0
74,Porto,PT,41.157936455581854,-8.629108878463416,0.0,0
75,Madiera,PT,32.759642488394356,-16.963529265422007,0.0,0
76,Azores,PT,37.74108073866519,-25.675461545343953,0.0,0
77,Lagoa do Fogo,PT,37.76198640127828,-25.474147840633798,0.0,0
78,Playa de los Guios,ES,28.24728159594662,-16.84070588087186,0.0,0
79,Monte-Carlo,MC,43.74007685560946,7.426608862162211,0.0,0
80,Monaco Hercules Harbour,MC,43.73454197843835,7.422523236726474,0.0,0
81,Le Jardin Japonais,MC,43.74224253784268,7.430827714514329,0.0,0
82,Ypres,BE,50.857671492384334,2.8711779766041454,0.0,0
83,Brugge,BE,51.20843493722989,3.22504003863519,0.0,0
84,Gent,BE,51.04997881519581,3.7303772870543024,0.0,0
85,Antwerp,BE,51.21992434226496,4.414931913342017,0.0,0
86,Grand Palace of Bruxelles,BE,50.84676310961524,4.352420320992294,0.0,0
87,Bruxelles,BE,50.84769881206385,4.357162629740108,0.0,0
88,Wallonia,BE,50.40252744508485,5.120234249230558,0.0,0
89,Ardennes,BE,50.20625154698502,5.023491152773593,0.0,0
90,Sint Peter Fort,NE,50.83576714254065,5.683859622848751,0.0,0
91,Rotterdam,NE,51.924371535279626,4.477639146864302,0.0,0
92,Den Haag,NE,52.07050737258413,4.300701743020337,0.0,0
93,Leiden,NE,52.163619733863094,4.480236557742446,0.0,0
94,Keukenhof,NE,52.26968618779377,4.546938930386846,0.0,0
95,Amsterdam,NE,52.367572695243574,4.904029947100094,0.0,0
96,Canals of Ansterdam,NE,52.37196524074559,4.888620036000129,0.0,0
97,Zaanse Schans,NE,52.47286346578668,4.821838515968689,0.0,0
1,Neuschwanstein Castle,DE,47.558114518279545,10.749660763988654,0.0,0
98,Munich,DE,48.134819597986244,11.581781488629822,0.0,0
99,Trier,DE,49.74968897176197,6.638750580567053,0.0,0
100,Black Forest,DE,48.2816349615088,8.184513179147054,0.0,0
101,Köln,DE,50.93786915324315,6.960245244012803,0.0,0
102,Hamburg,DE,53.559038622988105,9.983975642055071,0.0,0
103,Berlin,DE,52.52263061503797,13.404873454794378,0.0,0
104,Berlin Wall Memorial,DE,52.53776946209209,13.390312864878924,0.0,0
105,Geneve,CH,46.203502442324094,6.143461790968126,0.0,0
106,Jaeger-LeCoultre,CH,46.61276224225507,6.2365651032392195,0.0,0
107,Matterhorn,CH,45.97599198829179,7.658554222537798,0.0,0
109,Mont Blanc,CH,45.83221790618836, 6.864994744201499,0.0,0
110,Monunt Rosa,CH,45.93680648077215,7.865143556032709,0.0,0
111,Zermatt,CH,46.02036062935968,7.746450607692983,0.0,0
112,Jungfraujoch,CH,46.548130552280206,7.980805932853993,0.0,0
113,Lauterbrunnen,CH,46.59296472907641,7.908337864962705,0.0,0
114,Bern,CH,46.94639896706033,7.449012261830067,0.0,0
115,Zürich,CH,47.3765917310532,8.541795895638812,0.0,0
116,Landwasser Viaduct,CH,46.68067218313042,9.676438389421989,0.0,0
117,Innsbruck,AT,47.26704278702716,11.390094484130511,0.0,0
118,Tyrol,AT,47.253348076688106,11.599678927038694,0.0,0
119,Zell am See,AT,47.31861481304936,12.795800029711014,0.0,0
120,Eisreisenwelt,AT,47.50374425180684,13.184062924213288,0.0,0
121,Hallstatt,AT,47.56218470670584,13.648579004846262,0.0,0
122,Graz,AT,47.067681311018795,15.440340081295943,0.0,0
123,Vienna Operahouse,AT,48.20316300824844,16.36921759504719,0.0,0
124,Vienna,AT,48.2079826255124,16.371320350491928,0.0,0
125,Wachau,AT,48.388768204093,15.474723523840197,0.0,0
126,Ljubljana,SI,46.0569340060903,14.50574777181422,0.0,0
127,Julijske Alpe,SI,46.33768126377768,13.750704451121852,0.0,0
128,Soca,SI,46.050440144269224,13.595481387282112,0.0,0
129,Skocjanske jame,SI,45.66583930820307,13.99004442037593,0.0,0
130,Piran,SI,45.528315004515264,13.568278768668787,0.0,0
131,Guaita Tower,SM,43.93522778878604,12.449322828947249,0.0,0
132,San Marino,SM,43.942742355257344,12.461000907840635,0.0,0
133,Montegiardino,SM,43.90967378814007,12.486377769170371,0.0,0
134,Vatican City,VA,41.90291127116025,12.453388516942685,0.0,0
135,Sistine Chapel,VA,41.90291127116025,12.454470739263064,0.0,0
136,Apostolic Palace,VA,41.903475100402765,12.456113749513097,0.0,0
137,Saint Peter's Square,VA,41.90218634053251,12.456713890981673,0.0,0
138,Valletta,MT,35.89927068011887,14.514116664553253,0.0,0
139,Blue Grotto,MT,35.82084363348888,14.457395468672992,0.0,0
140,Siggiewi,MT,35.85377232806049,14.438570374523115,0.0,0
141,Dingli Cliffs,MT,35.85214811522603,14.385326338615144,0.0,0
142,Rabat,MT,35.88199472739525,14.398807308743676,0.0,0
143,Blue Lagoon,MT,36.013958614882746,14.322796544086614,0.0,0
144,Gozo,MT,36.04429169694107,14.251258271871594,0.0,0
145,Blue Lagoon,IS,63.87937391545715,-22.445284378780027,0.0,0
146,Reykjavik,IS,64.1472783790996,-21.940789345259798,0.0,0
147,Golden Circle,IS,64.31371223851984,-20.299586420269126,0.0,0
148,Seljalandsfoss,IS,63.61759966585009,-19.988695499395313,0.0,0
149,Vik,IS,63.433965515016176,-18.99888060882773,0.0,0
150,Landmannalauger,IS,63.98624625475786,-19.067237355697703,0.0,0
151,Vatnajökull National Park,IS,64.78651740137384,-17.210777687796494,0.0,0
152,Jökulsárlón Glacier Lagoon,IS,64.04888272593045,-16.183074756212743,0.0,0
153,Athens,GR,37.98550733694669,23.727366191661506,0.0,0
154,Acropolis,GR,37.973693796054185,23.725530995983487,0.0,0
155,Santorini,GR,36.39604289497252,25.46169388262407,0.0,0
156,Crete,GR,35.24463852663751,24.80838874215341,0.0,0
157,Rhodes,GR,36.44642305234857,28.217537168526125,0.0,0
158,Mystras,GR,37.06931785138271,22.375706689270626,0.0,0
159,Delphi,GR,38.48156643742721,22.49426448900912,0.0,0
160,Meteora,GR,40.658811193937545,22.954999677074508,0.0,0
161,Naples,IT,40.91033676923889,14.329524205489232,0.0,0
162,Mount Vesuvius,IT,40.834338388799274,14.431097851296677,0.0,0
163,Pompei,IT,40.76392174336938,14.504872394041032,0.0,0
164,Blue Grotto,IT,40.56103703904014,14.205588320948438,0.0,0
165,Almalfi Coast,IT,40.63350735766568,14.602858546074838,0.0,0
166,Campania,IT,41.116235078282415,14.844859557094063,0.0,0
167,Procida,IT,40.76652289795124,14.028542248955834,0.0,0
168,Sicily,IT,37.41943316452346,14.656898984610983,0.0,0
169,Maiella,IT,42.08809572679365,14.08584404904054,0.0,0
3,Colosseum,IT,41.89030054537417,12.492218147068732,0.0,0
171,Rome,IT,41.89755941299928,12.482001661030967,0.0,0
171,Civita di Bagnoregio,IT,42.63054080061794,12.112654510440011,0.0,0
172,Val d'Orcia,IT,43.07194374295291,11.642159802801304,0.0,0
173,Ancona,IT,43.61122277336617,13.51003495591037,0.0,0
174,Volterra,IT,43.41876028213732,10.854212051218987,0.0,0
175,Tower of Pisa,IT,43.72836529756822,10.396212301693247,0.0,0
176,Tuscany,IT,43.56961536862941,10.98094868450507,0.0,0
177,Florance,IT,43.774521450947326,11.257192548332421,0.0,0
178,Lake Como,IT,46.028025766169534,9.252187555718285,0.0,0
179,Alpe Grande,IT,45.963174625266596,9.052152951964947,0.0,0
180,Duomo di Milano,IT,45.46431918485557,9.191879879348255,0.0,0
181,Verona,IT,45.44586859335723,10.990362887490146,0.0,0
182,Padua,IT,45.41586198239377,11.877716342956425,0.0,0
183,Venice,IT,45.44156775483167,12.316019083965976,0.0,0
184,Grand Canal,IT,45.43637285891137,12.327793535101652,0.0,0
185,Saint Mark's Basilica,IT,45.43549656426561,12.339567986237329,0.0,0
186,Burano,IT,45.4861895283333,12.416635804932723,0.0,0
187,Riga,LV,56.96837003053784,24.10553210151557,0.0,0
188,Riga Old Town,LV,56.94987296898242,24.103568270790152,0.0,0
189,Jūrmala,LV,56.970597051900434,23.773550053086943,0.0,0
190,Guaja National Park,LV,57.332376878682815,25.21219114550717,0.0,0
191,Cape Kolka,LV,57.761807329698705,22.603190999022154,0.0,0
192,Ventspils,LV,57.41929476309497,21.610669681140475,0.0,0
193,Kuldiga,LV,56.976030557891065,21.966718821054354,0.0,0
194,Liepāja,LV,56.54278839154148,21.053995838003605,0.0,0
195,Vilnus,LT,54.687538681380325,25.279442342768704,0.0,0
196,Karnavè,LT,54.8867614264207,24.854520428553627,0.0,0
197,Aukštaitija National Park,LT,55.34392098718153,26.05703953912361,0.0,0
198,Hill of Crosses,LT,56.01576600794434,23.415941435479894,0.0,0
199,Žemaitijos nacionalinis parkas,LT,56.03443871336416,21.853044129227417,0.0,0
200,Nemunas Delta,LT,55.31731101805624,21.350083558215385,0.0,0
201,Curion Split,LT,55.33290610681767,21.01713320545024,0.0,0
202,Minsk,BY,53.901014971793494,27.558924521840048,0.0,0
203,Nesvizh Radziwiłł Castle,BY,53.22333553732398,26.69241543261872,0.0,0
204,Nesvizh,BY,53.22331796765655,26.67646140862836,0.0,0
205,Mir Castle,BY,53.45135757100952,26.4729169555845,0.0,0
206,Hrodna,BY,53.67100104207813,23.822418839086662,0.0,0
207,Brest,BY,52.101583389069056,23.763542756255173,0.0,0
208,Bielaviežskaja pušča National Park,BY,52.57085112037933,23.80285866486608,0.0,0
209,Biarezinski Biosphere Reserve,BY,54.749360565008864,28.31230160030371,0.0,0
210,Wroclaw,PL,51.111391593660684,17.037807158161247,0.0,0
211,Toruń,PL,53.023931923635786,18.595960105352045,0.0,0
212,Masurian Lake District,PL,53.55833290563429,20.45151380868807,0.0,0
213,Gdańsk,PL,54.35574149614183,18.646779126359323,0.0,0
214,Memorial and Museum Auschwitz-Birkenau,PL,50.029534453307214,19.205508420651174,0.0,0
215,Rynek Główny,PL,50.061966186258225,19.936714429541034,0.0,0
216,Copenhagen,DK,55.683049591498715,12.56733971529562,0.0,0
217,Møns Klint,DK,54.96728045857861,12.550465989730176,0.0,0
218,Egeskov Castle,DK,55.178662436452285,10.48988942356397,0.0,0
219,Legoland,DK,55.735924529706786,9.130524089136394,0.0,0
220,Aarhus,DK,56.16346182957656,10.203922901221375,0.0,0
221,Naitionalpark Mols Bjerge,DK,56.28511048403133,10.478857966556998,0.0,0
222,Skagen,DK,57.726452706575174,10.579000842262683,0.0,0
223,Råbjerg Mile,DK,57.65098247338349,10.409979346836005,0.0,0
224,Øresund Bridge,SE,55.57593157450659,12.827844422069457,0.0,0
225,Malmö,SE,55.6055121042873,13.003629592677765,0.0,0
226,Gothenburg,SE,57.7092485988037,11.974591266219539,0.0,0
227,Gotland,SE,57.38699153293439,18.697947111971555,0.0,0
228,Uppsala,SE,59.87401700426085,17.640361778535727,0.0,0
229,Stockholm,SE,59.33285517291123,18.065602027921972,0.0,0
230,Gamla Stan,SE,59.32638530903723,18.071888965875665,0.0,0
231,Åland,SE,60.20073246776615,19.920033903127596,0.0,0
232,Kosterhavet National Park,SE,58.84174573920634,11.034075977802404,0.0,0
233,Oslo,NO,59.91749719096782,10.753680990774388,0.0,0
234,Pulpit Rock,NO,58.9958778188034,6.191090364254923,0.0,0
235,Trolltunga,NO,60.12628151007492,6.739370935066636,0.0,0
236,Bergen,NO,60.395343565269975,5.320554844138952,0.0,0
237,Jotunheimen National Park,NO,61.56122404361021,8.482538202442516,0.0,0
238,Galdhøpiggen,NO,61.64389036910718,8.314544143676729,0.0,0
239,Glittertind,NO,61.654884924928005,8.55569223684642,0.0,0
240,Geirangerfjord,NO,62.10242133262591,7.0936979601775,0.0,0
241,Seven Sisters Waterfall,NO,62.10809990270428,7.094147501740655,0.0,0
242,Trolstigen,NO,62.47037359224638,7.666538804916175,0.0,0
243,Trondheim,NO,63.438152486490864,10.396954775340074,0.0,0
244,Lofoten,NO,68.49417329898448,13.86666681366464,0.0,0
245,North Cape,NO,71.18336810097361,25.78683676617213,0.0,0
246,Svalbard and Jan Mayen,NO,77.58041416422465,23.69422232244755,0.0,0
247,Helsinki,FI,60.185208840531,24.94234535565642,0.0,0
248,Savonlinna,FI,61.880751122066954,28.88451538455178,0.0,0
249,Kuopio,FI,62.968892987863356,27.67457868420212,0.0,0
250,Rovaniemi,FI,66.5372780496659,25.715604684805154,0.0,0
251,Lapland,FI,67.93829940228821,26.499407241171866,0.0,0
252,Lemmenjoki National Park,FI,68.64944120510332,25.595900759285104,0.0,0
253,Inari,FI,68.91313227681859,27.02701710548482,0.0,0
254,Lviv,UA,49.83983069325353,24.02977754537864,0.0,0
255,Mukachevo,UA,48.4495306251243,22.71175665904315,0.0,0
256,Kam'yanets'-Podil's'kyi,UA,48.698842758793944,26.581245911186937,0.0,0
257,Odesa,UA,46.473707842773905,30.731190845096876,0.0,0
258,Kyiv,UA,50.45065307971592,30.524387296347054,0.0,0
259,Chornobyl,UA,51.27686608681644,30.221345840549187,0.0,0
260,Kharkiv,UA,50.00849588808961,36.30399720818996,0.0,0
261,Troitskiy Bridge,RU,59.94917068637824,30.327035002760546,0.0,0
262,St Petersburg,RU,59.93158162711279,30.360851549355683,0.0,0
263,Petergof,RU,59.88506780936297,29.884676707657913,0.0,0
264,Moscow,RU,55.75590997867026,37.617267392511636,0.0,0
265,Krasnaya ploshchad',RU,55.75396856224,37.620807631809015,0.0,0
266,Suzdal,RU,56.424362830622236,40.44747207691434,0.0,0
267,Mt Elbris,RU,43.358667969854274,42.44561584879809,0.0,0
268,Ural Mountains,RU,60.31744055514019,59.18200284878025,0.0,0
269,Dykh-Tau,RU,43.06324586927961,43.1310850133603,0.0,0
270,Tbilisi,GE,41.69773433904522,44.800099513278894,0.0,0
271,Mtskheta,GE,41.852127766660956,44.718959498340794,0.0,0
272,Sighnaghi,GE,41.623319557906925,45.921866420059246,0.0,0
273,Vardzia,GE,42.0258065124452,43.11122848934128,0.0,0
274,Batumi,GE,41.64680480493935,41.64052764050748,0.0,0
275,Svaneti Range,GE,42.90736822033263,42.76874828849147,0.0,0
276,Yerevan,AM,40.19752771332794,44.51800103753658,0.0,0
277,Lake Sevan,AM,40.35341752217798,45.335794952606086,0.0,0
278,Sevanavank Monastery,AM,40.564888441113176,45.01091191217951,0.0,0
279,Dilijan National Park,AM,40.788826801735034,44.8651694427782,0.0,0
280,Lake Arpi,AM,41.06809584564872,43.62670864789501,0.0,0
281,Noravank,AM,39.68470478341329,45.23291463391427,0.0,0
282,Shikahogh State Reserve,AM,39.01854161680909,46.46239767356151,0.0,0
283,Baku,AZ,40.41056260639808,49.86679488659214,0.0,0
284,Mud Volcano,AZ,40.44075309012749,49.69881352399008,0.0,0
285,Absheron Natinoal Park,AZ,40.298813865864894,50.34794655065128,0.0,0
286,Qobustan,AZ,40.10120161475569,49.40045576511046,0.0,0
287,Shirvan National Park,AZ,39.58583477821656,49.12215559812099,0.0,0
288,Astara,AZ,38.48810228190447,48.866239418770185,0.0,0
289,Caspian Sea,AZ,41.94927177949197,50.67256575712951,0.0,0
290,Instanbul,TR,41.00860474182837,28.978356018080095,0.0,0
291,Grand Bazaar,TR,41.01097053598312,28.96813767442366,0.0,0
292,Cappadocia,TR,38.65889180798417,34.85313069673487,0.0,0
293,Pamukkale,TR,37.91372281193275,29.11870507378003,0.0,0
294,Ephesus Ancient City,TR,37.941012532407974,27.341395467922627,0.0,0
295,Iztuzu Beach,TR,36.79316200936211,28.619129958252863,0.0,0
296,Kekova Island,TR,36.1838077948581,29.883100977059094,0.0,0
297,Kaş,TR,36.20082570030096,29.63920623486085,0.0,0
298,Nicosia,CY,35.18620033673832,33.381975305249576,0.0,0
299,Cape Greco,CY,34.961893089439606,34.083328043221066,0.0,0
300,Larnaca,CY,34.924826707859815,33.61966246874175,0.0,0
301,Ancient Kourion,CY,34.665335432553945,32.88290294379219,0.0,0
302,Akama National Forest Park,CY,35.04574319531615,32.298301091279285,0.0,0
303,Tombs of the Kings,CY,34.775542840330566,32.40699041333624,0.0,0
304,Prague,CZ,50.07660618710339,14.437511027439225,0.0,0
305,Charles Bridge,CZ,50.08747788216174,14.410961228431304,0.0,0
306,Karlovy Vary,CZ,50.232443696568495,12.87166585269489,0.0,0
307,Mariánské Lázně,CZ,49.96529747165544,12.700786472167112,0.0,0
308,Český ráj,CZ,50.60671926857551,15.211245650473094,0.0,0
309,Český Krumlov,CZ,48.8130097132986,14.317313691895405,0.0,0
310,Lednice–Valtice Cultural Landscape,CZ,48.80911149782987,16.810935995714974,0.0,0
311,Brno,CZ,49.196883425268055,16.606905443869326,0.0,0
